"DCF_Region","Year","Demographic","Out_of_State","Type of Placement","tot_Value","Measure Type","Variable"
"Region 5: Western","SFY 2015-2016","Unknown","Out of State","Relative Foster Care",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2015-2016","Unknown","Out of State","Residential Treatment Center",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2015-2016","Unknown","Out of State","Shelter",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2015-2016","Unknown","Out of State","Solnit Center",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2015-2016","Unknown","Out of State","Special Study",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2015-2016","Unknown","Out of State","Therapeutic Foster Care",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2015-2016","Unknown","Out of State","Total",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","0 to 3 Years","In State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","0 to 3 Years","In State","Foster Care",107,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","0 to 3 Years","In State","Group Home",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","0 to 3 Years","In State","High Meadows",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","0 to 3 Years","In State","Independent Living",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","0 to 3 Years","In State","Medical or Psychiatric Hospital Placement",1,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","0 to 3 Years","In State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","0 to 3 Years","In State","Relative Foster Care",121,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","0 to 3 Years","In State","Residential Treatment Center",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","0 to 3 Years","In State","Shelter",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","0 to 3 Years","In State","Solnit Center",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","0 to 3 Years","In State","Special Study",21,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","0 to 3 Years","In State","Therapeutic Foster Care",9,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","0 to 3 Years","In State","Total",259,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","0 to 3 Years","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","0 to 3 Years","Out of State","Foster Care",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","0 to 3 Years","Out of State","Group Home",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","0 to 3 Years","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","0 to 3 Years","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","0 to 3 Years","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","0 to 3 Years","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","0 to 3 Years","Out of State","Relative Foster Care",4,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","0 to 3 Years","Out of State","Residential Treatment Center",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","0 to 3 Years","Out of State","Shelter",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","0 to 3 Years","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","0 to 3 Years","Out of State","Special Study",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","0 to 3 Years","Out of State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","0 to 3 Years","Out of State","Total",4,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","13 to 17 Years","In State","Connecticut Juvenile Training School",7,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","13 to 17 Years","In State","Foster Care",47,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","13 to 17 Years","In State","Group Home",10,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","13 to 17 Years","In State","High Meadows",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","13 to 17 Years","In State","Independent Living",1,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","13 to 17 Years","In State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","13 to 17 Years","In State","PDC or Safe Home",2,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","13 to 17 Years","In State","Relative Foster Care",37,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","13 to 17 Years","In State","Residential Treatment Center",9,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","13 to 17 Years","In State","Shelter",4,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","13 to 17 Years","In State","Solnit Center",2,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","13 to 17 Years","In State","Special Study",30,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","13 to 17 Years","In State","Therapeutic Foster Care",64,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","13 to 17 Years","In State","Total",213,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","13 to 17 Years","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","13 to 17 Years","Out of State","Foster Care",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","13 to 17 Years","Out of State","Group Home",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","13 to 17 Years","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","13 to 17 Years","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","13 to 17 Years","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","13 to 17 Years","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","13 to 17 Years","Out of State","Relative Foster Care",1,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","13 to 17 Years","Out of State","Residential Treatment Center",1,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","13 to 17 Years","Out of State","Shelter",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","13 to 17 Years","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","13 to 17 Years","Out of State","Special Study",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","13 to 17 Years","Out of State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","13 to 17 Years","Out of State","Total",2,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","18 Years and Over","In State","Connecticut Juvenile Training School",2,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","18 Years and Over","In State","Foster Care",20,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","18 Years and Over","In State","Group Home",10,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","18 Years and Over","In State","High Meadows",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","18 Years and Over","In State","Independent Living",14,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","18 Years and Over","In State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","18 Years and Over","In State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","18 Years and Over","In State","Relative Foster Care",7,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","18 Years and Over","In State","Residential Treatment Center",2,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","18 Years and Over","In State","Shelter",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","18 Years and Over","In State","Solnit Center",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","18 Years and Over","In State","Special Study",4,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","18 Years and Over","In State","Therapeutic Foster Care",25,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","18 Years and Over","In State","Total",84,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","18 Years and Over","Out of State","Connecticut Juvenile Training School",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","18 Years and Over","Out of State","Foster Care",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","18 Years and Over","Out of State","Group Home",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","18 Years and Over","Out of State","High Meadows",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","18 Years and Over","Out of State","Independent Living",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","18 Years and Over","Out of State","Medical or Psychiatric Hospital Placement",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","18 Years and Over","Out of State","PDC or Safe Home",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","18 Years and Over","Out of State","Relative Foster Care",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","18 Years and Over","Out of State","Residential Treatment Center",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","18 Years and Over","Out of State","Shelter",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","18 Years and Over","Out of State","Solnit Center",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","18 Years and Over","Out of State","Special Study",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","18 Years and Over","Out of State","Therapeutic Foster Care",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","18 Years and Over","Out of State","Total",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","4 to 6 Years","In State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","4 to 6 Years","In State","Foster Care",29,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","4 to 6 Years","In State","Group Home",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","4 to 6 Years","In State","High Meadows",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","4 to 6 Years","In State","Independent Living",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","4 to 6 Years","In State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","4 to 6 Years","In State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","4 to 6 Years","In State","Relative Foster Care",42,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","4 to 6 Years","In State","Residential Treatment Center",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","4 to 6 Years","In State","Shelter",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","4 to 6 Years","In State","Solnit Center",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","4 to 6 Years","In State","Special Study",4,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","4 to 6 Years","In State","Therapeutic Foster Care",12,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","4 to 6 Years","In State","Total",87,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","4 to 6 Years","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","4 to 6 Years","Out of State","Foster Care",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","4 to 6 Years","Out of State","Group Home",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","4 to 6 Years","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","4 to 6 Years","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","4 to 6 Years","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","4 to 6 Years","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","4 to 6 Years","Out of State","Relative Foster Care",1,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","4 to 6 Years","Out of State","Residential Treatment Center",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","4 to 6 Years","Out of State","Shelter",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","4 to 6 Years","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","4 to 6 Years","Out of State","Special Study",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","4 to 6 Years","Out of State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","4 to 6 Years","Out of State","Total",1,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","7 to 12 Years","In State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","7 to 12 Years","In State","Foster Care",59,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","7 to 12 Years","In State","Group Home",1,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","7 to 12 Years","In State","High Meadows",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","7 to 12 Years","In State","Independent Living",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","7 to 12 Years","In State","Medical or Psychiatric Hospital Placement",1,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","7 to 12 Years","In State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","7 to 12 Years","In State","Relative Foster Care",69,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","7 to 12 Years","In State","Residential Treatment Center",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","7 to 12 Years","In State","Shelter",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","7 to 12 Years","In State","Solnit Center",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","7 to 12 Years","In State","Special Study",17,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","7 to 12 Years","In State","Therapeutic Foster Care",45,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","7 to 12 Years","In State","Total",192,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","7 to 12 Years","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","7 to 12 Years","Out of State","Foster Care",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","7 to 12 Years","Out of State","Group Home",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","7 to 12 Years","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","7 to 12 Years","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","7 to 12 Years","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","7 to 12 Years","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","7 to 12 Years","Out of State","Relative Foster Care",1,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","7 to 12 Years","Out of State","Residential Treatment Center",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","7 to 12 Years","Out of State","Shelter",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","7 to 12 Years","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","7 to 12 Years","Out of State","Special Study",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","7 to 12 Years","Out of State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","7 to 12 Years","Out of State","Total",1,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Total","In State","Connecticut Juvenile Training School",9,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Total","In State","Foster Care",262,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Total","In State","Group Home",21,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Total","In State","High Meadows",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Total","In State","Independent Living",15,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Total","In State","Medical or Psychiatric Hospital Placement",2,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Total","In State","PDC or Safe Home",2,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Total","In State","Relative Foster Care",276,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Total","In State","Residential Treatment Center",11,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Total","In State","Shelter",4,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Total","In State","Solnit Center",2,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Total","In State","Special Study",76,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Total","In State","Therapeutic Foster Care",155,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Total","In State","Total",835,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Total","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Total","Out of State","Foster Care",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Total","Out of State","Group Home",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Total","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Total","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Total","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Total","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Total","Out of State","Relative Foster Care",7,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Total","Out of State","Residential Treatment Center",1,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Total","Out of State","Shelter",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Total","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Total","Out of State","Special Study",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Total","Out of State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Total","Out of State","Total",8,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Unknown","In State","Connecticut Juvenile Training School",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Unknown","In State","Foster Care",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Unknown","In State","Group Home",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Unknown","In State","High Meadows",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Unknown","In State","Independent Living",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Unknown","In State","Medical or Psychiatric Hospital Placement",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Unknown","In State","PDC or Safe Home",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Unknown","In State","Relative Foster Care",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Unknown","In State","Residential Treatment Center",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Unknown","In State","Shelter",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Unknown","In State","Solnit Center",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Unknown","In State","Special Study",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Unknown","In State","Therapeutic Foster Care",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Unknown","In State","Total",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Unknown","Out of State","Connecticut Juvenile Training School",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Unknown","Out of State","Foster Care",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Unknown","Out of State","Group Home",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Unknown","Out of State","High Meadows",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Unknown","Out of State","Independent Living",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Unknown","Out of State","Medical or Psychiatric Hospital Placement",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Unknown","Out of State","PDC or Safe Home",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Unknown","Out of State","Relative Foster Care",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Unknown","Out of State","Residential Treatment Center",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Unknown","Out of State","Shelter",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Unknown","Out of State","Solnit Center",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Unknown","Out of State","Special Study",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Unknown","Out of State","Therapeutic Foster Care",-6666,"Number","Children in Placement"
"Region 5: Western","SFY 2016-2017","Unknown","Out of State","Total",-6666,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","0 to 3 Years","In State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","0 to 3 Years","In State","Foster Care",82,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","0 to 3 Years","In State","Group Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","0 to 3 Years","In State","High Meadows",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","0 to 3 Years","In State","Independent Living",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","0 to 3 Years","In State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","0 to 3 Years","In State","PDC or Safe Home",1,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","0 to 3 Years","In State","Relative Foster Care",51,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","0 to 3 Years","In State","Residential Treatment Center",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","0 to 3 Years","In State","Shelter",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","0 to 3 Years","In State","Solnit Center",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","0 to 3 Years","In State","Special Study",5,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","0 to 3 Years","In State","Therapeutic Foster Care",2,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","0 to 3 Years","In State","Total",141,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","0 to 3 Years","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","0 to 3 Years","Out of State","Foster Care",2,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","0 to 3 Years","Out of State","Group Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","0 to 3 Years","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","0 to 3 Years","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","0 to 3 Years","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","0 to 3 Years","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","0 to 3 Years","Out of State","Relative Foster Care",4,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","0 to 3 Years","Out of State","Residential Treatment Center",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","0 to 3 Years","Out of State","Shelter",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","0 to 3 Years","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","0 to 3 Years","Out of State","Special Study",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","0 to 3 Years","Out of State","Therapeutic Foster Care",1,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","0 to 3 Years","Out of State","Total",7,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","13 to 17 Years","In State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","13 to 17 Years","In State","Foster Care",56,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","13 to 17 Years","In State","Group Home",28,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","13 to 17 Years","In State","High Meadows",3,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","13 to 17 Years","In State","Independent Living",3,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","13 to 17 Years","In State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","13 to 17 Years","In State","PDC or Safe Home",1,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","13 to 17 Years","In State","Relative Foster Care",45,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","13 to 17 Years","In State","Residential Treatment Center",56,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","13 to 17 Years","In State","Shelter",14,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","13 to 17 Years","In State","Solnit Center",9,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","13 to 17 Years","In State","Special Study",7,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","13 to 17 Years","In State","Therapeutic Foster Care",33,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","13 to 17 Years","In State","Total",255,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","13 to 17 Years","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","13 to 17 Years","Out of State","Foster Care",6,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","13 to 17 Years","Out of State","Group Home",1,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","13 to 17 Years","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","13 to 17 Years","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","13 to 17 Years","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","13 to 17 Years","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","13 to 17 Years","Out of State","Relative Foster Care",5,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","13 to 17 Years","Out of State","Residential Treatment Center",53,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","13 to 17 Years","Out of State","Shelter",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","13 to 17 Years","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","13 to 17 Years","Out of State","Special Study",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","13 to 17 Years","Out of State","Therapeutic Foster Care",2,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","13 to 17 Years","Out of State","Total",67,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","18 Years and Over","In State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","18 Years and Over","In State","Foster Care",8,"Number","Children in Placement"
